smiles,name,moa,clinical_phase,our_rf_p_pathogen,our_rf_p_gut,our_rf_S,our_rf_rank,our_dmpnn_p_pathogen,our_dmpnn_p_gut,our_dmpnn_S,our_dmpnn_rank,our_chemeleon_frozen_p_pathogen,our_chemeleon_frozen_p_gut,our_chemeleon_frozen_S,our_chemeleon_frozen_rank,our_molformer_p_pathogen,our_molformer_p_gut,our_molformer_S,our_molformer_rank,stokes_dmpnn_score,stokes_dmpnn_rank,stokes_inhibition,stokes_validated_active,stokes_rf_score,stokes_rf_rank,name_lower
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,venetoclax,BCL inhibitor,Launched,0.3769970912806638,0.4526193700472674,0.2063609053155576,1751,0.197565,0.79358,0.040781,1760,0.240444,0.377432,0.149692,2072,0.6024471,0.05158703,0.571368643378887,398,0.0337386826315196,1061.0,,False,,,venetoclax
CC(C)Cc1ccc([C@@H](C)C(=O)NCCO)cc1,mabuprofen,cyclooxygenase inhibitor,Launched,0.2461277999434801,0.1617473460301492,0.2063172815183827,1752,0.026327,0.009429,0.026079,2000,0.420432,0.013225,0.414872,438,0.0011322735,0.0019305447,0.0011300875953956,4897,0.0052610154456488,3225.0,,False,,,mabuprofen
C=C(O)C(=O)O,2-oxopropanoate,pyruvate dehydrogenase kinase inhibitor,Preclinical,0.2131218932722613,0.0323869111698224,0.2062195334465081,1753,0.023717,0.004168,0.023618,2071,0.012298,5e-06,0.012298,5874,0.027005436,0.00034553706,0.0269961046210405,2348,0.00240263757553638,3951.0,,False,,,2-oxopropanoate
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,strychnine,acetylcholine receptor antagonist,Preclinical,0.2528680262060209,0.1847627570352231,0.2061474325181414,1754,0.00034,0.005303,0.000338,4877,0.020835,0.002544,0.020782,5451,0.0051541924,0.00082996517,0.0051499145998285,3717,,,,,,,strychnine
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,cyt387,JAK inhibitor,Phase 3,0.2707387299620975,0.238656184221496,0.2061252577483693,1755,0.037067,0.029981,0.035956,1837,0.035922,0.084224,0.032896,4895,0.00010580089,0.002209776,0.0001055670937324,6202,0.00213668414824628,4041.0,,False,,,cyt387
CC(C)C(N)=O,isobutyramide,gene expression stimulant,Phase 2,0.2095187358286051,0.0167741154528232,0.2060042443642865,1756,0.000581,0.006345,0.000577,4512,0.041687,4.9e-05,0.041685,4513,0.30623612,0.00031803106,0.3061387274021461,748,0.00552595434846807,3178.0,,False,0.012,3260.0,isobutyramide
CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,U-54494A,opioid receptor agonist,Preclinical,0.2400773234973378,0.1419535842608288,0.2059974869271442,1757,0.000774,0.16079,0.000649,4438,0.044309,0.048328,0.042168,4499,0.26489285,0.10441206,0.237234841852229,895,0.0214519333919724,1527.0,,False,,,u-54494a
CN1C(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C(c2ccccc2)c2ccccc21,BMS-906024,gamma secretase inhibitor,Phase 1,0.3244071453269718,0.3650326897305164,0.2059879325004688,1758,5e-06,0.001879,5e-06,6413,0.023319,0.1954,0.018762,5542,0.0003456466,0.010081507,0.0003421619613825,5662,,,,,,,bms-906024
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,AZD3759,EGFR inhibitor,Phase 2/Phase 3,0.2808610874776743,0.2668172139435266,0.2059225146117321,1759,0.003877,0.049192,0.003686,3234,0.19887,0.15545,0.167956,1829,0.22522461,0.0814403,0.206882250194217,986,0.199085333757102,159.0,,False,0.098,285.0,azd3759
Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,RAD140,androgen receptor modulator,Phase 1,0.2562543007642398,0.1965856534951896,0.2058783815875488,1760,0.908715,0.009462,0.900117,172,0.114696,0.076163,0.10596,2793,0.16210009,0.20427698,0.1289867731570718,1275,,,,,,,rad140
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc([C@@H](CCc3ccc(OC)c(OC)c3)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)c3cc(OC)c(OC)c(OC)c3)c2)c1)c1cc(OC)c(OC)c(OC)c1,AP1903,,Phase 1/Phase 2,0.2457555559534697,0.1624373274068865,0.2058356802489945,1761,0.000192,0.038806,0.000184,5206,0.175912,0.038219,0.169189,1813,0.09734493,0.14657636,0.0830764644961452,1558,0.0111884528979317,2364.0,,False,,,ap1903
CCC(C)(C)NC(=N)NC#N,guancydine,antihypertensive agent,Preclinical,0.2270591490653639,0.0936792379244607,0.2057884210171441,1762,1.5e-05,0.008536,1.5e-05,6195,0.014642,0.009088,0.014509,5754,0.1790698,0.000391108,0.1789997643686616,1066,,,,,,,guancydine
C1COC(NC(C2CC2)C2CC2)=N1,rilmenidine,adrenergic receptor agonist|imidazoline receptor agonist,Launched,0.2205413218846925,0.0670110913697393,0.2057626072130743,1763,0.025978,0.006826,0.025801,2012,0.168197,0.121689,0.147729,2110,0.0059154136,0.0014388751,0.0059069020586647,3614,0.000858999645591152,4422.0,,False,,,rilmenidine
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,ziritaxestat,autotaxin inhibitor,Phase 3,0.3612913796521183,0.4305870352080427,0.2057239956414893,1764,0.013852,0.006238,0.013766,2389,0.087034,0.316171,0.059516,3923,0.09984951,0.7704734,0.022918118541966,2486,,,,,,,ziritaxestat
CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23)CC1,LY334370,serotonin receptor agonist,Preclinical,0.2490068083453569,0.1742817105943611,0.2056094758372859,1765,0.001125,0.035778,0.001085,4082,0.151598,0.138698,0.130572,2368,0.0066641597,0.0018718444,0.0066516854299848,3502,,,,,,,ly334370
Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,PF-4800567,casein kinase inhibitor,Preclinical,0.2448801321613597,0.1605529000461818,0.2055639167791611,1766,0.005643,0.039887,0.005418,2976,0.139515,0.105797,0.124755,2456,0.35067248,0.0020378695,0.3499578552485187,667,0.0343483548553194,1045.0,,False,,,pf-4800567
N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,mimosine,DNA replication inhibitor,Preclinical,0.3536351913919675,0.4187247867082076,0.2055593713038497,1767,0.901763,0.02409,0.88004,196,0.048831,0.010384,0.048324,4249,0.0099603655,0.0025833086,0.0099346348021447,3173,,,,,,,mimosine
O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,oxiperomide,dopamine receptor antagonist,Phase 2,0.2321989365464434,0.1151187153076801,0.2054684932754073,1768,0.001094,0.009208,0.001084,4084,0.086567,0.026532,0.08427,3241,0.001328326,0.0027768554,0.0013246374307739,4781,0.0019020730964371,4114.0,,False,,,oxiperomide
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,glecaprevir,serine protease inhibitor,Launched,0.3576638392139181,0.4255598197395318,0.2054564802706942,1769,0.000372,0.186951,0.000302,4945,0.220335,0.160902,0.184883,1646,0.3658629,0.26360133,0.269420952962343,822,,,,,,,glecaprevir
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,AZD8931,EGFR inhibitor,Phase 2,0.2710233975868218,0.2419329998765727,0.2054538939719009,1770,0.01083,0.035582,0.010445,2558,0.243367,0.16998,0.202,1460,0.006516409,0.032212935,0.0063064963404495,3552,0.0405323236860567,880.0,,False,,,azd8931
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,tiagabine,GABA uptake inhibitor,Launched,0.2245195602364365,0.0849273656916464,0.205451705439309,1771,0.01395,0.012317,0.013778,2386,0.309338,0.246144,0.233196,1172,0.0015650436,0.07556104,0.0014467872779386,4716,0.00657687459106455,3000.0,,False,,,tiagabine
CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,litronesib,kinesin-like spindle protein inhibitor,Phase 2,0.2358562745392029,0.1290303274610821,0.2054236622016586,1772,0.017474,0.001016,0.017456,2244,0.042111,0.113686,0.037323,4703,0.0003941059,0.018348198,0.0003868747669138,5581,0.0067258706845223,2975.0,,False,,,litronesib
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,pelrinone,phosphodiesterase inhibitor,Phase 2,0.2750147030233929,0.2535302204823307,0.2052901647299894,1773,9.9e-05,0.011357,9.8e-05,5515,0.004665,0.069125,0.004342,6340,0.005824743,0.0017402123,0.005814606710587,3636,,,,,,,pelrinone
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,finasteride,5 alpha reductase inhibitor,Launched,0.2379437525986849,0.1373061414817755,0.2052726140396653,1774,0.0,0.005444,0.0,6682,0.011706,0.025049,0.011413,5914,0.00022901552,0.00087429606,0.0002288152926331,5882,,,,,,,finasteride
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,AT-9283,Aurora kinase inhibitor|JAK inhibitor,Phase 2,0.2845610004418453,0.2786389588130173,0.2052712195599389,1775,0.002571,0.006446,0.002554,3499,0.351376,0.106087,0.3141,751,0.34579012,0.0042150794,0.3443325871884644,681,0.00120867454587187,4323.0,,False,,,at-9283
NC(=N[N+](=O)[O-])NCCC[C@H](N)C(=O)O,NG-nitro-arginine,nitric oxide synthase inhibitor,Phase 1,0.303428988251761,0.3235204918881841,0.2052634927194172,1776,0.000658,0.009169,0.000652,4436,0.020661,0.047154,0.019687,5495,0.050062712,0.007950523,0.0496646872568016,1898,0.00652755621730314,3005.0,,False,,,ng-nitro-arginine
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,alvocidib,CDK inhibitor,Phase 2,0.260717994939118,0.2130070124566068,0.2051832337434598,1777,0.001319,0.690799,0.000408,4755,0.270059,0.723437,0.074688,3479,0.0058148107,0.91372514,0.000501671979069,5427,0.0177659848210169,1755.0,,False,,,alvocidib
CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,VE-822,ATR kinase inhibitor,Phase 2,0.2469979618371915,0.1693201294259923,0.205176234970962,1778,0.392918,0.042053,0.376395,668,0.103471,0.024069,0.10098,2878,0.21191834,0.004927011,0.2108742160077182,971,0.0161677803625934,1884.0,,False,,,ve-822
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,prednisolone-sodium-phosphate,glucocorticoid receptor agonist,Launched,0.2221864356324691,0.0768559983487105,0.2051100753023941,1779,0.035098,0.000398,0.035084,1844,0.078086,0.001246,0.077989,3395,0.0053499504,0.0005617956,0.005346944821405,3692,0.00104426557198288,4369.0,,False,,,prednisolone-sodium-phosphate
COC(=O)CCc1ccc(OC[C@@H](O)CNC(C)C)cc1,esmolol,adrenergic receptor antagonist,Launched,0.2105292485648549,0.0257929926714061,0.205099069199505,1780,3e-06,0.002882,3e-06,6481,0.021966,0.002677,0.021908,5398,1.441502e-05,0.0009859275,1.440080783536895e-05,6629,0.00278030641948959,3849.0,,False,,,esmolol
O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,trihexyphenidyl,acetylcholine receptor antagonist,Launched,0.2172258100602347,0.0559222817150083,0.2050780471142753,1781,0.006106,0.018826,0.005991,2906,0.089973,0.01308,0.088797,3131,0.00065449416,0.003321244,0.000652320425198,5258,,,,,,,trihexyphenidyl
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,ketanserin,serotonin receptor antagonist,Launched,0.2354248652016864,0.1291191101411384,0.2050270161017472,1782,0.885012,0.020105,0.867219,209,0.28172,0.160348,0.236547,1149,0.0062147127,0.00783388,0.0061660273864737,3568,,,,,,,ketanserin
O=C(O)[C@@H]1[O][Sb]2([OH])([O][Sb]34([OH])[O][C@H]([C@H](O)CO)[C@H]([O]3)[C@H](C(=O)O)[O]4)[O][C@H]([C@H](O)CO)[C@@H]1[O]2,sodium-stibogluconate,tyrosine phosphatase inhibitor,Launched,0.258013385395152,0.2053661958633906,0.2050261579547147,1783,1.2e-05,0.001289,1.2e-05,6237,0.005018,0.001475,0.005011,6287,0.75229645,0.7062567,0.220982041801285,939,0.014588493383514,2022.0,,False,,,sodium-stibogluconate
Cn1cc(C(=O)C(=O)N[C@H]2C[N@]3CC[C@@H]2CC3)c2ccccc21,RS-56812,serotonin receptor partial agonist,Preclinical,0.2919155626868273,0.2976782646473481,0.2050186445626583,1784,0.018469,0.009967,0.018285,2220,0.871901,0.17593,0.718507,59,0.014507452,0.026087712,0.0141289857703701,2888,0.0229107035578636,1447.0,,False,,,rs-56812
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,MK-1775,WEE1 kinase inhibitor,Phase 2,0.2784612900071581,0.263765607317376,0.2050127787340401,1785,0.00112,0.012739,0.001106,4068,0.05393,0.056076,0.050906,4166,0.009860437,0.0770359,0.0091008293613116,3245,0.0819833802506764,402.0,,False,,,mk-1775
CN1CCCN=C1COC(=O)[C@](O)(c1ccccc1)C1CCCCC1,oxyphencyclimine,cholinergic receptor antagonist,Launched,0.2325328829446027,0.11842522001043,0.2049951251222286,1786,0.000377,0.004823,0.000375,4812,0.181107,0.032722,0.175181,1747,0.34203276,0.0016472074,0.3414693611066856,688,,,,,,,oxyphencyclimine
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,methylprednisolone,glucocorticoid receptor agonist,Launched,0.2155604027627113,0.0491108688226119,0.2049740440992824,1787,0.000241,0.001308,0.000241,5074,0.035389,0.001258,0.035345,4797,0.00059363374,0.0015207271,0.0005927309850841,5315,,,,,,,methylprednisolone
C1CCC(N=C(NC23CC4CC(CC(C4)C2)C3)N2CCOCC2)CC1,PNU-37883,ATP-sensitive potassium channel antagonist,Preclinical,0.274332095678945,0.2528669844672564,0.2049625659020273,1788,0.001961,0.056001,0.001851,3713,0.084135,0.005506,0.083672,3258,0.010044808,0.0033199766,0.0100114594724885,3167,0.000848540258756958,4424.0,,False,,,pnu-37883
NCCC[C@@H](N)C(=O)O,ornithine,NFkB pathway modulator,Launched,0.2351615132883155,0.1291944588903898,0.2047799488271864,1789,0.010591,0.005244,0.010535,2553,0.026628,0.000174,0.026623,5178,0.5857945,0.0002806813,0.5856300784382071,382,,,,,,,ornithine
O=C(CCBr)N1CC[N+]2(CC1)CC[N+]1(CCN(C(=O)CCBr)CC1)CC2,spirobromin,,Phase 1,0.2295857618846179,0.1081102214100976,0.2047651943346659,1790,0.000887,0.00036,0.000886,4250,0.213459,0.001221,0.213199,1351,0.0005094985,0.03862789,0.0004898176479868,5438,0.0441281419235664,798.0,,False,,,spirobromin
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,meprednisone,,Launched,0.2181160155792462,0.0612896215299649,0.2047477675347702,1791,2.5e-05,0.001428,2.5e-05,6070,0.019502,0.001427,0.019474,5506,0.057262305,0.000629635,0.0572262506485913,1799,0.00346761315097758,3659.0,,False,0.004,3985.0,meprednisone
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,perospirone,dopamine receptor antagonist|serotonin receptor antagonist,Launched,0.2404509507095561,0.148496787837199,0.2047447568967864,1792,0.000161,0.003723,0.000161,5274,0.332556,0.012752,0.328316,685,0.0012005612,0.0013546821,0.0011989348212324,4847,0.143032492510974,217.0,,False,,,perospirone
NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,AZD5363,AKT inhibitor,Phase 3,0.3013138192264206,0.3206228860221544,0.2047057129076879,1793,0.174088,0.006454,0.172964,996,0.157005,0.12468,0.137429,2258,0.10829995,0.0044460716,0.1078184406680235,1377,0.0294985731248743,1204.0,,False,,,azd5363
CCn1c(=O)n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c2ccccc21,trap-101,nociceptin/orphanin FQ receptor antagonist|opioid receptor antagonist,Preclinical,0.2294173604554688,0.1078140850806952,0.2046829376363344,1794,0.809421,0.051572,0.767678,302,0.053876,0.022997,0.052637,4118,0.0016403625,0.03951054,0.0015755508918292,4663,0.0235649889276828,1414.0,,False,,,trap-101
CCCC1([C@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)OC)CCC1,butaprost,prostaglandin receptor agonist,Preclinical,0.2585722931670768,0.2084495924711111,0.2046730040320789,1795,0.000325,0.009124,0.000322,4911,0.107335,0.024087,0.10475,2813,0.00066059735,0.0025372922,0.0006589212214965,5250,,,,,,,butaprost
C[C@@H](C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccc(Br)cc1,PG-9,acetylcholine receptor agonist,Preclinical,0.2452382984008363,0.16574364135391,0.204591609824445,1796,0.000183,0.006957,0.000182,5214,0.566795,0.078689,0.522195,234,0.92921495,0.008546019,0.921273861382216,63,0.00470783081541421,3340.0,,False,,,pg-9
Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,amitifadine,serotonin transporter (SERT) inhibitor,Phase 3,0.2486947055240983,0.1774765387718796,0.2045572299767895,1797,0.046415,0.046407,0.044261,1711,0.095818,0.028054,0.09313,3033,0.014192213,0.6910566,0.0043845905377442,3860,0.0161527849341055,1886.0,,False,,,amitifadine
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1,NTRC-824,neurotensin receptor antagonist,Preclinical,0.3024351140181407,0.3236477200788414,0.204552678894385,1798,0.00838,0.112937,0.007434,2770,0.098535,0.016448,0.096914,2962,0.00068460894,0.044603746,0.0006540728167309,5257,0.0161403484380571,1888.0,,False,,,ntrc-824
Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)ncc1C1CC1,BAY-41-2272,guanylyl cyclase activator,Preclinical,0.2830870437157614,0.2774833345710836,0.2045351068516417,1799,0.009135,0.147742,0.007785,2748,0.24129,0.169333,0.200432,1476,0.16052672,0.035650976,0.1548037857579212,1161,0.0702332725515589,473.0,,False,,,bay-41-2272
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,estropipate,estrogen receptor agonist,Launched,0.2221208103833469,0.0793642477239501,0.2044923593634384,1800,0.089577,0.001802,0.089416,1336,0.003184,0.001848,0.003178,6417,0.0001568652,0.0007974519,0.0001567401075482,6053,0.00424448897779399,3447.0,,False,,,estropipate
Cc1ccc(S(=O)(=O)n2c(N)nc3ccccc32)cc1,ML130,NOD1 inhibitor,Preclinical,0.252016030718324,0.1886638694330624,0.2044697112038435,1801,0.140165,0.00672,0.139223,1108,0.084446,0.016781,0.083029,3276,0.3917157,0.0050116824,0.3897525453205063,615,0.0067922513263511,2965.0,,False,,,ml130
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,roscovitine,CDK inhibitor,Phase 2,0.2494116108225625,0.1802980225365487,0.2044431905935992,1802,0.319577,0.01833,0.313719,754,0.055591,0.024678,0.054219,4083,0.0034622634,0.003560514,0.0034499359626926,4055,0.0176957099634819,1761.0,,False,0.024,2346.0,roscovitine
